Indicator_Type,Data,Note
domain,6882389794.courtdocumentsupport.com,FlowerStorm phishing domain
domain,6882389794.site,FlowerStorm phishing domain
domain,6902304727.my.id,FlowerStorm phishing domain
domain,6952072924.brandlawdocs.com,FlowerStorm phishing domain
domain,6970793981.constructionlawus.com,FlowerStorm phishing domain
domain,6975034634.my.id,FlowerStorm phishing domain
domain,6975034634.space,FlowerStorm phishing domain
domain,6980862293.my.id,FlowerStorm phishing domain
domain,6998452874.space,FlowerStorm phishing domain
domain,6998909510.fun,FlowerStorm phishing domain
domain,7003237925.invocelaw.com,FlowerStorm phishing domain
domain,7003237925.my.id,FlowerStorm phishing domain
domain,7015541743.my.id,FlowerStorm phishing domain
domain,7017553809.constructionfederal.com,FlowerStorm phishing domain
domain,7039431067.constructionlawus.com,FlowerStorm phishing domain
domain,7039858554.space,FlowerStorm phishing domain
domain,7069376613.brandlawdocs.com,FlowerStorm phishing domain
domain,7073547716.invoicingconstructionlaw.com,FlowerStorm phishing domain
domain,7073547716.my.id,FlowerStorm phishing domain
domain,7073547716.space,FlowerStorm phishing domain
domain,7100962795.cloud,FlowerStorm phishing domain
domain,7100962795.my.id,FlowerStorm phishing domain
domain,7111612845.space,FlowerStorm phishing domain
domain,7115905280.businesslawfederal.com,FlowerStorm phishing domain
domain,7115905280.my.id,FlowerStorm phishing domain
domain,7121654589.cloud,FlowerStorm phishing domain
domain,7121654589.my.id,FlowerStorm phishing domain
domain,7121724646.brandlawdocs.com,FlowerStorm phishing domain
domain,7124559242.my.id,FlowerStorm phishing domain
domain,7130198041.federaldocuments.com,FlowerStorm phishing domain
domain,7147569272.my.id,FlowerStorm phishing domain
domain,7183852694.xyz,FlowerStorm phishing domain
domain,7184432502.my.id,FlowerStorm phishing domain
domain,7186561970.my.id,FlowerStorm phishing domain
domain,7220576408.my.id,FlowerStorm phishing domain
domain,7221482290.my.id,FlowerStorm phishing domain
domain,7241640779.microsoftlawgroup.com,FlowerStorm phishing domain
domain,7241640779.my.id,FlowerStorm phishing domain
domain,7281302509.lawfinancelabel.com,FlowerStorm phishing domain
domain,7299480407.my.id,FlowerStorm phishing domain
domain,7348451387.my.id,FlowerStorm phishing domain
domain,7348899624.uscourtlegal.com,FlowerStorm phishing domain
domain,7353914071.my.id,FlowerStorm phishing domain
domain,7364436893.my.id,FlowerStorm phishing domain
domain,7384347821.my.id,FlowerStorm phishing domain
domain,740461052.constructionfederal.com,FlowerStorm phishing domain
domain,7411669836.my.id,FlowerStorm phishing domain
domain,7415402292.constructionfederal.com,FlowerStorm phishing domain
domain,7445995473.invoicingconstructionlaw.com,FlowerStorm phishing domain
domain,7445995473.my.id,FlowerStorm phishing domain
domain,7449815295.businesslegalfederal.com,FlowerStorm phishing domain
domain,7463116088.space,FlowerStorm phishing domain
domain,7486111624.businesslawfederal.com,FlowerStorm phishing domain
domain,7488549444.businesslawyeroutlook.com,FlowerStorm phishing domain
domain,7490856383.my.id,FlowerStorm phishing domain
domain,7506984803.database-server.com,FlowerStorm phishing domain
domain,7509147325.lawfinancelabel.com,FlowerStorm phishing domain
domain,7509147325.my.id,FlowerStorm phishing domain
domain,7524604902.fun,FlowerStorm phishing domain
domain,7530472825.constructionlawcourts.com,FlowerStorm phishing domain
domain,7542610791.my.id,FlowerStorm phishing domain
domain,7544631276.constructionregs.com,FlowerStorm phishing domain
domain,7546805667.my.id,FlowerStorm phishing domain
domain,7546805667.space,FlowerStorm phishing domain
domain,7547374805.cloud,FlowerStorm phishing domain
domain,7547374805.invoicingconstructionlaw.com,FlowerStorm phishing domain
domain,7611965307.database-server.com,FlowerStorm phishing domain
domain,7676217150.constructionlawus.com,FlowerStorm phishing domain
domain,776425627.cloud,FlowerStorm phishing domain
domain,7803087088.my.id,FlowerStorm phishing domain
domain,7810328171.my.id,FlowerStorm phishing domain
domain,7821781576.constructionlawus.com,FlowerStorm phishing domain
domain,7827217595.appinvoices.com,FlowerStorm phishing domain
domain,7848599017.my.id,FlowerStorm phishing domain
domain,7876794383.constructionlawcourts.com,FlowerStorm phishing domain
domain,7877963561.my.id,FlowerStorm phishing domain
domain,7914510434.my.id,FlowerStorm phishing domain
domain,8019800353.cloud,FlowerStorm phishing domain
domain,8019800353.my.id,FlowerStorm phishing domain
domain,8191769809.constructionlawus.com,FlowerStorm phishing domain
domain,890184926.space,FlowerStorm phishing domain
domain,927275241.my.id,FlowerStorm phishing domain
domain,938607543.my.id,FlowerStorm phishing domain
domain,974144187.my.id,FlowerStorm phishing domain
domain,978162827.my.id,FlowerStorm phishing domain
